//X;Y;Z;R;G;B;Number_of_Returns;Return_Number;Time;Intensity
0.74500179;9.93299961;2.20740557;185;171;168;1.000000;1.000000;68272.070313;11031.000000
0.79400182;9.95199966;2.20640564;175;161;156;1.000000;1.000000;68272.070313;11031.000000
1.21400177;10.10900021;2.20140576;184;169;164;1.000000;1.000000;68272.070313;10382.000000
1.29700184;10.14400005;2.19740558;176;155;150;1.000000;1.000000;68272.070313;9733.000000
1.40600181;10.19999981;2.18740559;178;163;158;1.000000;1.000000;68272.070313;9733.000000
1.55000186;10.27000046;2.17540574;152;148;149;1.000000;1.000000;68272.070313;6489.000000
0.17400180;9.63700008;2.20940566;155;141;138;1.000000;1.000000;68272.117188;11031.000000
0.30300179;9.67500019;2.21340561;167;153;152;1.000000;1.000000;68272.117188;10382.000000
0.35200179;9.69799995;2.21040559;158;147;145;1.000000;1.000000;68272.117188;12977.000000
0.50800180;9.76000023;2.20740557;180;169;165;1.000000;1.000000;68272.117188;12329.000000
0.68600178;9.81200027;2.21340561;121;110;104;1.000000;1.000000;68272.117188;14924.000000
0.77300179;9.85299969;2.20740557;179;165;162;1.000000;1.000000;68272.117188;11031.000000
0.87500179;9.88899994;2.20740557;189;172;167;1.000000;1.000000;68272.117188;11680.000000
0.97100180;9.92399979;2.20640564;186;168;162;1.000000;1.000000;68272.117188;11031.000000
1.24800181;10.02600002;2.20340562;191;183;173;1.000000;1.000000;68272.117188;9733.000000
1.33000183;10.06000042;2.20040560;152;145;131;1.000000;1.000000;68272.117188;11031.000000
1.55500185;10.16499996;2.18340564;158;149;150;1.000000;1.000000;68272.117188;8435.000000
1.59100175;10.18299961;2.18040562;146;137;140;1.000000;1.000000;68272.117188;5840.000000
1.63100183;10.19700050;2.18040562;137;132;128;1.000000;1.000000;68272.117188;7138.000000
1.61500180;10.34099960;2.09240556;170;154;146;1.000000;1.000000;68272.117188;9084.000000
0.20400180;9.56400013;2.20640564;177;163;160;1.000000;1.000000;68272.164063;11031.000000
0.38600180;9.62300014;2.20940566;180;166;165;1.000000;1.000000;68272.164063;11031.000000
0.49100181;9.66499996;2.20740557;167;156;152;1.000000;1.000000;68272.164063;10382.000000
0.80700183;9.77799988;2.20640564;183;172;166;1.000000;1.000000;68272.164063;11031.000000
1.14200175;9.90100002;2.20240569;184;169;164;1.000000;1.000000;68272.164063;12329.000000
1.32800186;9.96399975;2.20240569;84;93;72;1.000000;1.000000;68272.164063;14924.000000
1.60700178;10.11200047;2.17140555;152;143;144;1.000000;1.000000;68272.164063;7786.000000
1.65000176;10.12699986;2.17140555;139;131;128;1.000000;1.000000;68272.164063;7138.000000
0.28500181;9.49899960;2.20940566;176;162;159;1.000000;1.000000;68272.218750;11031.000000
0.33600181;9.52099991;2.20740557;175;161;158;1.000000;1.000000;68272.218750;10382.000000
0.39600179;9.54100037;2.20840573;168;154;153;1.000000;1.000000;68272.218750;11031.000000
0.45600179;9.55900002;2.20940566;174;160;157;1.000000;1.000000;68272.218750;11031.000000
0.55100179;9.60400009;2.20340562;148;137;133;1.000000;1.000000;68272.218750;12977.000000
0.61200178;9.61900043;2.20640564;179;168;164;1.000000;1.000000;68272.218750;11031.000000
0.76700181;9.67599964;2.20440578;175;164;160;1.000000;1.000000;68272.218750;11031.000000
1.02700186;9.76099968;2.20740557;184;171;165;1.000000;1.000000;68272.218750;11031.000000
1.07600176;9.77900028;2.20740557;182;171;160;1.000000;1.000000;68272.218750;11031.000000
1.26600182;9.74199963;2.26640558;169;160;147;1.000000;1.000000;68272.218750;14275.000000
1.16500175;9.81299973;2.20440578;156;159;138;1.000000;1.000000;68272.218750;11680.000000
1.20700181;9.83100033;2.20240569;177;168;154;1.000000;1.000000;68272.218750;11031.000000
1.24600184;9.85000038;2.19940567;172;162;153;1.000000;1.000000;68272.218750;11031.000000
0.36900181;9.44900036;2.20440578;180;166;163;1.000000;1.000000;68272.265625;11031.000000
0.48200181;9.48999977;2.20440578;175;161;158;1.000000;1.000000;68272.265625;11031.000000
0.65300179;9.54500008;2.20640564;170;159;155;1.000000;1.000000;68272.265625;11031.000000
0.75000179;9.58500004;2.20240569;171;160;156;1.000000;1.000000;68272.265625;11031.000000
0.95900178;9.65499973;2.20340562;176;165;161;1.000000;1.000000;68272.265625;11031.000000
1.09800184;9.70800018;2.20040560;172;163;156;1.000000;1.000000;68272.265625;11680.000000
1.15600181;9.72099972;2.20440578;170;164;152;1.000000;1.000000;68272.265625;11680.000000
1.30400181;9.73200035;2.22740579;90;98;74;1.000000;1.000000;68272.265625;13626.000000
1.35800183;9.81200027;2.19040561;180;168;167;1.000000;1.000000;68272.265625;10382.000000
1.39500177;9.83100033;2.18640566;172;159;153;1.000000;1.000000;68272.265625;11031.000000
1.51100183;9.88399982;2.17840576;190;177;171;1.000000;1.000000;68272.265625;11680.000000
1.54500175;9.90100002;2.17540574;187;176;173;1.000000;1.000000;68272.265625;11680.000000
1.67300177;9.94499969;2.17440557;164;155;153;1.000000;1.000000;68272.265625;9084.000000
0.36700180;9.36800003;2.20240569;184;170;167;1.000000;1.000000;68272.312500;10382.000000
0.59700179;9.44499969;2.20340562;171;157;154;1.000000;1.000000;68272.312500;11031.000000
0.88200182;9.52900028;2.21040559;166;152;144;1.000000;1.000000;68272.320313;12977.000000
1.20900178;9.65400028;2.20240569;177;176;157;1.000000;1.000000;68272.320313;11680.000000
1.52200174;9.79800034;2.17840576;165;155;147;1.000000;1.000000;68272.320313;9733.000000
1.59800184;9.83100033;2.17340565;151;143;140;1.000000;1.000000;68272.320313;9084.000000
1.71400177;9.94700050;2.12740564;128;110;108;1.000000;1.000000;68272.320313;7138.000000
1.69700181;9.98900032;2.09940577;134;117;109;1.000000;1.000000;68272.320313;8435.000000
1.76400185;10.02400017;2.09140563;148;132;122;1.000000;1.000000;68272.320313;7138.000000
0.34700179;9.26700020;2.20040560;175;161;158;1.000000;1.000000;68272.367188;11031.000000
0.88800180;9.45899963;2.19540572;165;149;144;1.000000;1.000000;68272.367188;10382.000000
0.94100177;9.47599983;2.19640565;164;151;145;1.000000;1.000000;68272.367188;11680.000000
1.25700176;9.53299999;2.22440577;160;157;149;1.000000;1.000000;68272.367188;14924.000000
1.40500176;9.60999966;2.20740557;80;83;64;1.000000;1.000000;68272.367188;14924.000000
1.78800178;9.94600010;2.08240557;154;139;131;1.000000;1.000000;68272.367188;8435.000000
0.79100180;9.33100033;2.19840574;161;147;144;1.000000;1.000000;68272.414063;10382.000000
0.88900179;9.36999989;2.19440556;173;157;154;1.000000;1.000000;68272.414063;11031.000000
1.05400181;9.41600037;2.19940567;193;182;176;1.000000;1.000000;68272.414063;12977.000000
1.10900176;9.43099976;2.20140576;180;174;162;1.000000;1.000000;68272.414063;12977.000000
1.61400175;9.63700008;2.17740560;106;102;85;1.000000;1.000000;68272.414063;13626.000000
0.33900180;9.10200024;2.18940568;176;162;159;1.000000;1.000000;68272.468750;10382.000000
0.40500179;9.11999989;2.19140577;181;168;162;1.000000;1.000000;68272.468750;11031.000000
0.70100182;9.21199989;2.19540572;174;160;157;1.000000;1.000000;68272.468750;10382.000000
1.23700178;9.37500000;2.20340562;124;124;100;1.000000;1.000000;68272.468750;15573.000000
0.36600181;9.02799988;2.18740559;175;161;157;1.000000;1.000000;68272.515625;11031.000000
0.48700181;9.06700039;2.18840575;181;168;162;1.000000;1.000000;68272.515625;11031.000000
0.66900182;9.11900043;2.19340563;162;148;145;1.000000;1.000000;68272.515625;10382.000000
0.73000181;9.13700008;2.19440556;181;167;164;1.000000;1.000000;68272.515625;11031.000000
1.76000178;9.49600029;2.17840576;125;120;100;1.000000;1.000000;68272.515625;14275.000000
0.41000181;8.95199966;2.18840575;178;164;161;1.000000;1.000000;68272.562500;11031.000000
0.47000179;8.97099972;2.18940568;175;162;156;1.000000;1.000000;68272.562500;11031.000000
0.52900177;8.98900032;2.18940568;175;162;156;1.000000;1.000000;68272.562500;11031.000000
1.01800179;9.15100002;2.18740559;181;168;162;1.000000;1.000000;68272.562500;11680.000000
1.22300184;9.21500015;2.18840575;170;160;158;1.000000;1.000000;68272.562500;11031.000000
1.54400182;9.32600021;2.18240571;178;159;144;1.000000;1.000000;68272.570313;11680.000000
1.67900181;9.36800003;2.18340564;140;129;106;1.000000;1.000000;68272.570313;13626.000000
1.67800176;9.40200043;2.16340566;75;69;43;1.000000;1.000000;68272.570313;13626.000000
0.48500180;8.88899994;2.18840575;187;173;170;1.000000;1.000000;68272.617188;10382.000000
0.60400182;8.92599964;2.18940568;178;165;159;1.000000;1.000000;68272.617188;11031.000000
0.43600181;8.77600002;2.18640566;181;167;164;1.000000;1.000000;68272.664063;11031.000000
0.50600183;8.79300022;2.18940568;173;159;156;1.000000;1.000000;68272.664063;11031.000000
0.56100178;8.81299973;2.18840575;174;160;157;1.000000;1.000000;68272.664063;11031.000000
0.62000179;8.83199978;2.18840575;175;161;158;1.000000;1.000000;68272.664063;10382.000000
1.09700179;8.99199963;2.18440557;152;142;131;1.000000;1.000000;68272.664063;11680.000000
1.15000176;9.00800037;2.18440557;170;159;155;1.000000;1.000000;68272.664063;12329.000000
1.58000183;9.18000031;2.16240573;167;156;148;1.000000;1.000000;68272.664063;9733.000000
1.03600180;8.88099957;2.18140578;173;162;158;1.000000;1.000000;68272.718750;10382.000000
1.48200178;9.02299976;2.18040562;173;163;154;1.000000;1.000000;68272.718750;11031.000000
1.62800181;9.09599972;2.16340566;167;160;147;1.000000;1.000000;68272.718750;9733.000000
0.48600179;8.58300018;2.18740559;179;165;162;1.000000;1.000000;68272.765625;11031.000000
0.76300180;8.68099976;2.18240571;181;168;162;1.000000;1.000000;68272.765625;11031.000000
0.82500178;8.60299969;2.18140578;173;160;154;1.000000;1.000000;68272.812500;10382.000000
1.27300179;8.72799969;2.19040561;179;165;154;1.000000;1.000000;68272.812500;11680.000000
1.08000183;8.58399963;2.17940569;165;152;146;1.000000;1.000000;68272.867188;11031.000000
0.97500181;8.45800018;2.17840576;175;162;156;1.000000;1.000000;68272.914063;11031.000000
1.28700185;8.44600010;2.17940569;163;150;144;1.000000;1.000000;68272.968750;11031.000000
1.42500186;8.49600029;2.17440557;139;132;126;1.000000;1.000000;68272.968750;11031.000000
0.92700177;8.23900032;2.18040562;154;141;135;1.000000;1.000000;68273.015625;11031.000000
0.75600183;8.08600044;2.17840576;171;157;151;1.000000;1.000000;68273.062500;11031.000000
0.86800182;8.12300014;2.17640567;159;146;140;1.000000;1.000000;68273.062500;10382.000000
0.92600179;8.14099979;2.17640567;167;154;148;1.000000;1.000000;68273.062500;10382.000000
1.04200184;8.17100048;2.17940569;173;160;154;1.000000;1.000000;68273.062500;11031.000000
0.81500179;8.00899982;2.17240572;178;163;158;1.000000;1.000000;68273.117188;11680.000000
0.87800181;8.02600002;2.17440557;174;159;154;1.000000;1.000000;68273.117188;11031.000000
1.15100181;8.10999966;2.17340565;152;139;133;1.000000;1.000000;68273.117188;10382.000000
0.88400179;7.92899990;2.17040563;181;166;161;1.000000;1.000000;68273.164063;11031.000000
0.99400181;7.96400023;2.16940570;164;149;144;1.000000;1.000000;68273.164063;11031.000000
1.21500182;8.02799988;2.17040563;168;153;148;1.000000;1.000000;68273.164063;10382.000000
1.32100177;8.05900002;2.17140555;149;136;130;1.000000;1.000000;68273.164063;11031.000000
0.83100182;7.82000017;2.16940570;168;153;148;1.000000;1.000000;68273.218750;11031.000000
0.95800179;7.43200016;2.16240573;164;149;146;1.000000;1.000000;68273.414063;10382.000000
1.00900185;7.44899988;2.16040564;158;143;140;1.000000;1.000000;68273.414063;10382.000000
0.82400179;7.26700020;2.16140556;176;161;156;1.000000;1.000000;68273.468750;11031.000000
0.90200180;7.17899990;2.16240573;169;154;149;1.000000;1.000000;68273.515625;11031.000000
0.96800178;7.19500017;2.16440558;170;155;150;1.000000;1.000000;68273.515625;13626.000000
1.08000183;7.22900009;2.16340566;176;161;156;1.000000;1.000000;68273.515625;11031.000000
2.66400170;10.71000004;10.82240582;147;170;194;1.000000;1.000000;68282.343750;2595.000000
2.78400183;10.75300026;10.80740547;150;176;199;1.000000;1.000000;68282.343750;2595.000000
2.53100181;10.66199970;10.78540611;140;166;189;1.000000;1.000000;68282.398438;649.000000
2.63400173;10.71399975;10.77740574;103;122;142;1.000000;1.000000;68282.398438;2595.000000
2.76100183;10.75199986;10.75740528;44;63;70;1.000000;1.000000;68282.398438;3893.000000
2.88200188;10.79600048;10.74040604;141;167;190;1.000000;1.000000;68282.398438;2595.000000
2.88900185;10.89200020;10.77840614;147;173;200;1.000000;1.000000;68282.398438;649.000000
2.47900176;10.66400051;10.73640537;148;173;193;1.000000;1.000000;68282.445313;2595.000000
2.60200191;10.70499992;10.71840572;78;93;101;1.000000;1.000000;68282.445313;3893.000000
2.69600177;10.76000023;10.71340561;80;94;99;1.000000;1.000000;68282.445313;3893.000000
2.62700176;10.90100002;10.79140568;59;69;63;1.000000;1.000000;68282.445313;2595.000000
2.83800173;10.89400005;10.72740555;71;83;91;1.000000;1.000000;68282.445313;1298.000000
2.90400171;10.96199989;10.73640537;149;175;202;1.000000;1.000000;68282.445313;649.000000
2.41300178;10.66199970;10.71840572;133;160;183;1.000000;1.000000;68282.492188;2595.000000
2.54300189;10.69600010;10.69440556;78;93;98;1.000000;1.000000;68282.492188;2595.000000
2.61900187;10.76300049;10.69940567;84;91;95;1.000000;1.000000;68282.492188;2595.000000
2.61800170;10.86499977;10.74140549;44;55;44;2.000000;1.000000;68282.492188;3893.000000
2.61200190;10.97000027;10.78540611;52;59;52;1.000000;1.000000;68282.492188;649.000000
2.87200189;11.03999996;10.73640537;152;177;204;1.000000;1.000000;68282.492188;649.000000
2.29200172;10.67800045;10.73740578;138;162;186;1.000000;1.000000;68282.546875;1298.000000
2.47500181;10.68799973;10.68640614;64;84;94;1.000000;1.000000;68282.546875;2595.000000
2.55200171;10.75100040;10.68840599;76;82;79;1.000000;1.000000;68282.546875;2595.000000
2.59500170;10.83300018;10.70940590;44;52;46;1.000000;1.000000;68282.546875;3893.000000
2.58400178;10.93900013;10.75440598;57;65;51;1.000000;1.000000;68282.546875;2595.000000
2.71200180;10.97599983;10.73040581;43;42;49;1.000000;1.000000;68282.546875;1298.000000
2.81800175;11.02200031;10.71740532;91;105;124;1.000000;1.000000;68282.546875;1298.000000
2.37600183;10.69200039;10.68040562;55;70;79;1.000000;1.000000;68282.593750;2595.000000
2.45700169;10.75199986;10.68040562;43;47;42;1.000000;1.000000;68282.593750;2595.000000
2.53300190;10.81799984;10.68240547;27;28;22;1.000000;1.000000;68282.593750;3893.000000
2.57300186;10.89500046;10.70040607;51;56;49;1.000000;1.000000;68282.593750;3893.000000
2.64500189;10.96199989;10.70540524;57;62;54;1.000000;1.000000;68282.593750;3893.000000
2.25000191;10.69499969;10.68140602;96;118;136;1.000000;1.000000;68282.648438;649.000000
2.33900189;10.75199986;10.67640591;29;35;37;1.000000;1.000000;68282.648438;3893.000000
2.41900182;10.81299973;10.67540550;64;43;34;1.000000;1.000000;68282.648438;3893.000000
2.54700184;10.95100021;10.69040585;61;63;67;1.000000;1.000000;68282.648438;1298.000000
2.39500189;10.85500050;10.66540527;72;43;40;1.000000;1.000000;68282.695313;2595.000000
2.45000172;10.92899990;10.67740536;42;41;53;1.000000;1.000000;68282.695313;1298.000000
2.13100171;10.71000004;10.65440559;150;174;198;1.000000;1.000000;68282.742188;1298.000000
2.22300172;10.76500034;10.64640522;48;56;72;1.000000;1.000000;68282.742188;3893.000000
2.26700187;10.84099960;10.66240597;75;78;91;1.000000;1.000000;68282.742188;649.000000
2.32600188;10.91400051;10.67240524;42;30;40;1.000000;1.000000;68282.742188;649.000000
2.02900171;10.68000031;10.60640526;153;173;197;1.000000;1.000000;68282.796875;2595.000000
2.09200191;10.74800014;10.61240578;59;76;103;1.000000;1.000000;68282.796875;649.000000
2.02700186;10.69200039;10.57240582;53;68;93;1.000000;1.000000;68282.843750;3893.000000
1.86400175;10.62199974;10.55240536;162;181;205;1.000000;1.000000;68282.898438;649.000000
1.94500184;10.68200016;10.54940605;50;59;84;1.000000;1.000000;68282.898438;3244.000000
1.82200181;10.62600040;10.53140545;163;178;202;1.000000;1.000000;68282.945313;1947.000000
1.89000177;10.69099998;10.53440571;71;78;103;1.000000;1.000000;68282.945313;1947.000000
1.71300185;10.60200024;10.52340603;172;188;213;1.000000;1.000000;68282.992188;649.000000
1.82900178;10.65100002;10.50240612;36;42;68;1.000000;1.000000;68282.992188;3244.000000
1.77100182;10.63199997;10.48240566;56;63;88;1.000000;1.000000;68283.046875;3244.000000
1.70000184;10.60299969;10.46640587;124;130;152;1.000000;1.000000;68283.093750;3244.000000
1.68700182;10.61800003;10.45040607;40;47;66;1.000000;1.000000;68283.148438;3244.000000
1.55400181;10.56499958;10.44640541;199;215;231;1.000000;1.000000;68283.195313;649.000000
1.64800179;10.62300014;10.43240547;91;98;117;1.000000;1.000000;68283.195313;3244.000000
1.46700180;10.56400013;10.44740582;201;214;231;1.000000;1.000000;68283.242188;649.000000
1.59500182;10.60700035;10.41440582;84;96;115;1.000000;1.000000;68283.242188;3244.000000
1.51800179;10.57900047;10.38740540;53;61;80;1.000000;1.000000;68283.296875;3893.000000
1.41700184;10.54600048;10.37540531;94;103;120;1.000000;1.000000;68283.343750;1947.000000
1.33000183;10.52600002;10.35740566;134;140;156;1.000000;1.000000;68283.398438;1947.000000
1.38800180;10.59399986;10.35840607;203;206;221;1.000000;1.000000;68283.398438;1298.000000
1.29000175;10.51900005;10.32540607;74;78;96;1.000000;1.000000;68283.445313;2595.000000
1.26600182;10.52200031;10.31140614;51;53;72;1.000000;1.000000;68283.492188;2595.000000
1.15800178;10.48700047;10.31340599;177;185;198;1.000000;1.000000;68283.546875;649.000000
1.25600183;10.54399967;10.29040527;199;200;218;1.000000;1.000000;68283.546875;2595.000000
1.14000177;10.48000050;10.27740574;89;101;113;1.000000;1.000000;68283.648438;649.000000
1.19300175;10.54800034;10.27440548;219;218;239;1.000000;1.000000;68283.648438;1947.000000
1.12600183;10.49800014;10.24640560;135;145;157;1.000000;1.000000;68283.742188;3244.000000
1.04900181;10.47700024;10.22440529;84;95;107;1.000000;1.000000;68283.843750;1298.000000
1.03600180;10.47200012;10.19340611;140;149;162;1.000000;1.000000;68283.898438;2595.000000
0.95000178;10.45699978;10.09940529;200;210;222;1.000000;1.000000;68284.046875;1947.000000
0.92600179;10.45699978;10.04940605;208;218;230;1.000000;1.000000;68284.093750;2595.000000
0.90900183;10.47799969;9.98640537;201;214;226;1.000000;1.000000;68284.148438;1947.000000
0.88900179;10.45100021;9.91940594;117;142;172;1.000000;1.000000;68284.195313;1947.000000
0.87200183;10.44400024;9.85740566;119;144;176;1.000000;1.000000;68284.250000;1298.000000
0.89300179;10.44999981;9.68640614;116;142;175;1.000000;1.000000;68284.343750;2595.000000
0.88200182;10.48099995;9.59540558;124;148;182;1.000000;1.000000;68284.398438;1947.000000
0.90900183;10.44600010;9.34340572;123;149;182;1.000000;1.000000;68284.500000;2595.000000
0.82000178;10.41199970;9.25840569;120;140;151;1.000000;1.000000;68284.546875;649.000000
0.88200182;10.50300026;9.08240604;128;154;187;1.000000;1.000000;68284.601563;1298.000000
0.88500178;10.49499989;8.73340607;120;153;188;1.000000;1.000000;68284.703125;1947.000000
0.86100179;10.40900040;8.55840588;116;150;187;1.000000;1.000000;68284.750000;1298.000000
0.89600182;10.48000050;8.34140587;112;147;187;1.000000;1.000000;68284.796875;2595.000000
0.84500182;10.40100002;8.16840553;116;150;187;1.000000;1.000000;68284.851563;649.000000
0.91200179;10.45100021;7.92740583;124;156;195;1.000000;1.000000;68284.898438;6489.000000
0.89800179;10.46100044;7.51840544;133;162;202;1.000000;1.000000;68285.000000;3893.000000
0.89700180;10.45499992;7.30140591;160;182;212;1.000000;1.000000;68285.054688;3893.000000
0.87600178;10.39400005;7.10140562;190;207;225;1.000000;1.000000;68285.101563;2595.000000
0.85500181;10.38399982;6.43740559;233;222;210;1.000000;1.000000;68285.257813;7138.000000
0.89100182;10.41499996;6.41440582;151;146;127;1.000000;1.000000;68285.257813;9084.000000
0.90200180;10.45800018;6.39740562;183;174;158;1.000000;1.000000;68285.257813;5840.000000
0.87700182;10.39400005;6.19440556;10;29;59;1.000000;1.000000;68285.304688;10382.000000
0.90300179;10.42800045;6.17340565;31;52;81;1.000000;1.000000;68285.304688;8435.000000
0.88900179;10.47900009;6.16340590;31;51;86;1.000000;1.000000;68285.304688;3893.000000
0.89500183;10.42599964;5.93440580;91;57;47;1.000000;1.000000;68285.359375;9084.000000
0.89800179;10.46700001;5.91940546;185;139;119;1.000000;1.000000;68285.359375;4542.000000
0.89000177;10.41100025;5.68740559;121;81;69;1.000000;1.000000;68285.406250;6489.000000
0.90600181;10.44799995;5.66840553;123;79;69;1.000000;1.000000;68285.406250;5191.000000
0.83300179;10.36999989;5.46540546;125;126;109;2.000000;1.000000;68285.460938;1298.000000
0.91700178;10.41600037;5.41840553;165;101;87;1.000000;1.000000;68285.460938;6489.000000
0.89300179;10.47099972;5.40540552;161;106;86;1.000000;1.000000;68285.460938;3893.000000
0.87700182;10.39599991;5.16940546;150;102;84;1.000000;1.000000;68285.507813;5840.000000
0.91000181;10.42199993;5.14840555;146;97;91;1.000000;1.000000;68285.507813;5840.000000
0.89400178;10.47299957;5.13340569;177;124;112;1.000000;1.000000;68285.507813;3244.000000
0.87900180;10.39799976;4.90740585;158;129;114;1.000000;1.000000;68285.562500;9733.000000
0.89800179;10.43099976;4.88640547;123;77;68;1.000000;1.000000;68285.562500;9084.000000
0.87100178;10.48799992;4.87140560;66;80;60;2.000000;1.000000;68285.562500;1298.000000
0.89700180;10.40900040;4.64140558;111;90;85;1.000000;1.000000;68285.609375;8435.000000
0.88900179;10.45600033;4.62340546;99;76;68;1.000000;1.000000;68285.609375;5191.000000
0.88800180;10.41199970;4.38740587;157;147;132;1.000000;1.000000;68285.656250;5840.000000
0.89200181;10.45199966;4.36740589;142;58;64;1.000000;1.000000;68285.656250;5191.000000
0.82700181;10.36900043;4.13740587;126;136;128;2.000000;1.000000;68285.710938;3893.000000
0.89800179;10.40999985;4.09940577;66;94;71;1.000000;1.000000;68285.710938;6489.000000
0.89000177;10.45899963;4.07740545;63;92;61;1.000000;1.000000;68285.710938;3244.000000
0.87600178;10.40200043;3.82540560;60;85;58;1.000000;1.000000;68285.757813;7138.000000
0.89800179;10.43099976;3.80540562;37;69;38;1.000000;1.000000;68285.757813;5840.000000
0.83300179;10.35500050;3.57440567;127;139;122;1.000000;1.000000;68285.812500;3893.000000
0.90600181;10.39500046;3.53740573;35;61;36;1.000000;1.000000;68285.812500;6489.000000
0.90800178;10.43799973;3.51540565;53;80;50;1.000000;1.000000;68285.812500;5191.000000
0.85900182;10.35099983;3.29140568;127;135;127;1.000000;1.000000;68285.859375;7786.000000
0.90900183;10.40799999;3.25140572;59;84;51;1.000000;1.000000;68285.859375;7138.000000
0.90100181;10.46000004;3.22540569;41;65;31;1.000000;1.000000;68285.859375;4542.000000
0.82200181;10.35200024;3.01740575;144;145;137;1.000000;1.000000;68285.914063;5191.000000
0.86800182;10.36400032;3.00240564;96;101;95;1.000000;1.000000;68285.914063;7786.000000
0.89500183;10.38899994;2.98340559;14;30;26;1.000000;1.000000;68285.914063;10382.000000
0.90700179;10.42899990;2.95940566;48;52;42;1.000000;1.000000;68285.914063;5840.000000
1.24600184;11.75300026;2.17340565;163;145;133;1.000000;1.000000;68285.914063;9084.000000
1.24300182;11.82100010;2.13740563;168;155;147;1.000000;1.000000;68285.914063;8435.000000
0.85200179;10.35099983;2.72940564;144;138;128;1.000000;1.000000;68285.960938;4542.000000
0.90000182;10.41100025;2.68740559;158;144;143;1.000000;1.000000;68285.960938;5840.000000
0.89600182;10.46300030;2.65940571;169;155;154;1.000000;1.000000;68285.960938;2595.000000
1.40500176;11.17300034;2.17540574;147;135;123;1.000000;1.000000;68285.960938;7138.000000
1.40500176;11.23400021;2.14240575;155;143;130;1.000000;1.000000;68285.960938;7138.000000
0.84000182;10.34000015;2.44440556;137;138;131;1.000000;1.000000;68286.015625;4542.000000
0.91800177;10.42700005;2.38340569;177;162;155;1.000000;1.000000;68286.015625;4542.000000
0.84800178;10.76099968;2.20440578;137;126;120;1.000000;1.000000;68286.015625;14275.000000
1.20600176;10.69700050;2.18740559;163;157;144;1.000000;1.000000;68286.015625;10382.000000
1.27400184;10.68599987;2.18240571;87;99;75;1.000000;1.000000;68286.015625;11031.000000
1.34000182;10.67399979;2.17940569;154;161;145;1.000000;1.000000;68286.015625;12329.000000
1.55700183;10.67300034;2.14640570;151;138;129;1.000000;1.000000;68286.015625;5191.000000
0.45000181;10.34399986;2.19840574;92;84;96;1.000000;1.000000;68286.062500;10382.000000
0.62400180;10.30200005;2.20040560;78;70;85;1.000000;1.000000;68286.062500;11031.000000
0.69800180;10.29300022;2.19640565;91;82;77;1.000000;1.000000;68286.062500;11680.000000
0.78200179;10.27099991;2.19840574;149;142;127;1.000000;1.000000;68286.062500;11031.000000
1.68800175;10.14999962;2.14940572;137;124;118;1.000000;1.000000;68286.062500;8435.000000
1.68200183;10.20699978;2.11740565;161;148;142;1.000000;1.000000;68286.062500;6489.000000
0.36200181;9.81799984;2.20040560;160;149;147;1.000000;1.000000;68286.117188;10382.000000
1.17100179;9.69999981;2.18740559;154;152;133;1.000000;1.000000;68286.117188;11680.000000
1.33300185;9.60700035;2.22540569;93;101;74;1.000000;1.000000;68286.117188;16222.000000
1.72700179;9.62800026;2.17140555;148;140;127;1.000000;1.000000;68286.117188;17520.000000
1.82100177;9.68200016;2.12940574;129;116;107;1.000000;1.000000;68286.117188;11031.000000
0.26400179;9.30300045;2.18440557;165;151;148;1.000000;1.000000;68286.164063;10382.000000
0.41700181;9.28999996;2.18240571;181;167;164;1.000000;1.000000;68286.164063;11031.000000
0.56400180;9.27799988;2.17840576;164;150;147;1.000000;1.000000;68286.164063;11031.000000
0.63900179;9.26700020;2.17940569;175;161;158;1.000000;1.000000;68286.164063;10382.000000
0.72500181;9.25100040;2.18340564;167;153;150;1.000000;1.000000;68286.164063;11031.000000
0.79400182;9.24400043;2.18240571;162;149;143;1.000000;1.000000;68286.164063;11031.000000
1.06100178;9.22000027;2.17740560;173;164;159;1.000000;1.000000;68286.164063;11031.000000
1.30300176;9.20499992;2.16840577;152;146;131;1.000000;1.000000;68286.164063;11031.000000
1.37000179;9.19499969;2.16940570;180;174;158;1.000000;1.000000;68286.164063;11031.000000
1.63200176;9.19700050;2.14840555;76;72;52;1.000000;1.000000;68286.164063;11031.000000
0.44500181;8.84700012;2.16940570;186;172;169;1.000000;1.000000;68286.210938;11031.000000
0.65900183;8.83199978;2.16740561;180;166;163;1.000000;1.000000;68286.210938;10382.000000
0.72800177;8.82699966;2.16740561;170;157;151;1.000000;1.000000;68286.210938;10382.000000
0.79300177;8.82600021;2.16540575;164;152;148;1.000000;1.000000;68286.218750;11031.000000
0.86900181;8.81299973;2.16840577;168;157;153;1.000000;1.000000;68286.218750;11031.000000
1.05900180;8.80399990;2.16440558;166;155;152;1.000000;1.000000;68286.218750;11031.000000
1.12200177;8.80099964;2.16340566;157;140;130;1.000000;1.000000;68286.218750;11031.000000
1.18900180;8.79199982;2.16540575;168;155;147;1.000000;1.000000;68286.218750;11031.000000
1.25700176;8.78299999;2.16740561;160;146;139;1.000000;1.000000;68286.218750;12977.000000
1.30900180;8.78499985;2.16340566;154;137;127;1.000000;1.000000;68286.218750;14275.000000
1.36600184;8.78199959;2.16240573;158;139;127;1.000000;1.000000;68286.218750;11680.000000
0.56200182;8.39200020;2.16940570;172;161;159;1.000000;1.000000;68286.265625;11031.000000
